tramite_tipo;ID_Denuncia;tramite_fecha;fecha_inscripcion_inicial;registro_seccional_codigo;registro_seccional_descripcion;registro_seccional_provincia;automotor_origen;automotor_anio_modelo;automotor_tipo_codigo;automotor_tipo_descripcion;automotor_marca_codigo;automotor_marca_descripcion;automotor_modelo_codigo;automotor_modelo_descripcion;automotor_uso_codigo;automotor_uso_descripcion;titular_tipo_persona;titular_domicilio_localidad;titular_domicilio_provincia;titular_genero;titular_anio_nacimiento;titular_pais_nacimiento;titular_porcentaje_titularidad;titular_domicilio_provincia_id;titular_pais_nacimiento_id
DENUNCIA DE ROBO O HURTO;DEN-5223;2/1/2024;14/9/2009;1244;LA MATANZA;Buenos Aires;Protocolo 21;2009;2;SEDAN;112;RENAULT;652;LOGAN 1.6 8V BASE;1;Privado;Física;GREGORIO DE LAFERRERE;BUENOS AIRES;Masculino;1990;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-6104;29/1/2024;14/5/2007;1244;LA MATANZA;Buenos Aires;Protocolo 21;2007;2;SEDAN;044;FIAT;659;SIENA 1.4 FIRE;1;Privado;Física;RAMOS MEJIA;BUENOS AIRES;No identificado;1992;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-4829;18/1/2024;29/10/2010;2025;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;2010;2;SEDAN;130;TOYOTA;702;COROLLA XLI 1.8 M/T;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1939;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-7629;15/1/2024;25/2/2003;2024;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Importado;2002;2;SEDAN;092;MERCEDES BENZ;706;C 320;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;2001;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-4242;19/1/2024;8/6/2012;1244;LA MATANZA;Buenos Aires;Protocolo 21;2012;2;SEDAN;136;VOLKSWAGEN;426;VOYAGE 1.6;1;Privado;Física;RAMOS MEJIA;BUENOS AIRES;Masculino;1984;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-4163;22/1/2024;29/8/2012;2002;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Importado;2012;2;SEDAN;024;CHEVROLET;573;AVEO G3 LT 1.6N M/T;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1998;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-2171;12/1/2024;1/2/2018;1244;LA MATANZA;Buenos Aires;Protocolo 21;2018;2;SEDAN;024;CHEVROLET;615;PRISMA 1.4 N LTZ;1;Privado;Física;RAMOS MEJIA;BUENOS AIRES;Masculino;1962;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-3590;29/1/2024;1/4/2014;1260;FLORENCIO VARELA;Buenos Aires;Importado;2014;2;SEDAN;136;VOLKSWAGEN;285;BORA 2.0;1;Privado;Física;INGENIERO JUAN ALLAN;BUENOS AIRES;Femenino;1984;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-4962;30/1/2024;30/6/2010;2026;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;2010;2;SEDAN;044;FIAT;684;LINEA 1.9 16V;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;No identificado;1990;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-5147;5/1/2024;2/12/2009;2028;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Importado;2009;2;SEDAN;136;VOLKSWAGEN;282;BORA TDI;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1992;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-4404;31/1/2024;10/1/2012;2024;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Importado;2012;2;SEDAN;136;VOLKSWAGEN;472;PASSAT 1.8 TSI;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1990;VENEZUELA;100;2;VEN
DENUNCIA DE ROBO O HURTO;DEN-1856;10/1/2024;11/12/2018;1252;QUILMES;Buenos Aires;Protocolo 21;2018;2;SEDAN;136;VOLKSWAGEN;666;VOYAGE TRENDLINE 1.6 GAS 101 CV MQ;1;Privado;Física;SAN FRANCISCO SOLANO;BUENOS AIRES;Masculino;1973;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9513;19/1/2024;2/1/1998;2074;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;1997;2;SEDAN;024;CHEVROLET;111;VECTRA CD 2.0 16V;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1999;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-4722;9/1/2024;4/2/2011;8019;GUALEGUAYCHU;Entre Ríos;Protocolo 21;2011;2;SEDAN;130;TOYOTA;703;COROLLA XEI 1.8 M/T;1;Privado;Física;PUEBLO GENERAL BELGRANO;ENTRE RIOS;Masculino;1997;BOLIVIA;100;30;BOL
DENUNCIA DE ROBO O HURTO;DEN-2919;17/1/2024;20/1/2016;1250;ITUZAINGO;Buenos Aires;Importado;2016;2;SEDAN;136;VOLKSWAGEN;365;VOLKSWAGEN VENTO 2.5;1;Privado;Física;ITUZAINGO;BUENOS AIRES;Masculino;1981;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-10024;22/1/2024;12/8/1996;13034;GODOY CRUZ;Mendoza;Importado;1996;2;SEDAN;104;PEUGEOT;190;306 SRD;1;Privado;Física;COLONIA SEGOVIA;MENDOZA;Masculino;1990;ARGENTINA;100;50;ARG
DENUNCIA DE ROBO O HURTO;DEN-6377;11/1/2024;27/7/2006;13022;GENERAL SAN MARTIN;Mendoza;Importado;2006;2;SEDAN;136;VOLKSWAGEN;282;BORA TDI;1;Privado;Física;LAS CATITAS;MENDOZA;No identificado;2001;ARGENTINA;100;50;ARG
DENUNCIA DE ROBO O HURTO;DEN-1832;8/1/2024;2/1/2019;13011;MENDOZA;Mendoza;Protocolo 21;2019;2;SEDAN;024;CHEVROLET;614;PRISMA 1.4 N LT;1;Privado;Física;GODOY CRUZ;MENDOZA;Masculino;1987;ARGENTINA;100;50;ARG
DENUNCIA DE ROBO O HURTO;DEN-5071;26/1/2024;9/3/2010;13018;MENDOZA;Mendoza;Importado;2010;2;SEDAN;047;FORD;786;MONDEO TITANIUM 2.5T NAFTA;1;Privado;Física;5ª SECCIÓN RESIDENCIAL SUR;MENDOZA;No identificado;1977;ARGENTINA;100;50;ARG
DENUNCIA DE ROBO O HURTO;DEN-2052;3/1/2024;22/5/2018;1251;LANUS;Buenos Aires;Protocolo 21;2018;2;SEDAN;024;CHEVROLET;704;PRISMA JOY 4P 1.4 N LS MT +;1;Privado;Física;LANUS OESTE;BUENOS AIRES;Masculino;1974;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-4189;18/1/2024;30/7/2012;16012;GENERAL ROCA Nº 2;Río Negro;Protocolo 21;2012;2;SEDAN;130;TOYOTA;704;COROLLA XEI PACK 1.8 M/T;1;Privado;Física;GENERAL ROCA;RIO NEGRO;No identificado;1999;ARGENTINA;100;62;ARG
DENUNCIA DE ROBO O HURTO;DEN-5868;11/1/2024;18/12/2007;13003;GENERAL SAN MARTIN;Mendoza;Importado;2007;2;SEDAN;136;VOLKSWAGEN;282;BORA TDI;1;Privado;Física;SAN MARTIN;MENDOZA;Masculino;1996;ARGENTINA;100;50;ARG
DENUNCIA DE ROBO O HURTO;DEN-3423;11/1/2024;28/8/2014;1250;ITUZAINGO;Buenos Aires;Protocolo 21;2014;2;SEDAN;024;CHEVROLET;615;PRISMA 1.4 N LTZ;1;Privado;Física;ITUZAINGO;BUENOS AIRES;Femenino;1987;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-4109;4/1/2024;4/10/2012;2013;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;2012;2;SEDAN;136;VOLKSWAGEN;426;VOYAGE 1.6;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1962;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-3923;22/1/2024;26/4/2013;9003;FORMOSA Nº 1;Formosa;Importado;2012;2;SEDAN;136;VOLKSWAGEN;365;VOLKSWAGEN VENTO 2.5;1;Privado;Física;FORMOSA;FORMOSA;Masculino;1992;ARGENTINA;100;34;ARG
DENUNCIA DE ROBO O HURTO;DEN-3370;8/1/2024;17/10/2014;2010;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;2014;2;SEDAN;136;VOLKSWAGEN;426;VOYAGE 1.6;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Femenino;1960;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-2465;25/1/2024;26/4/2017;1252;QUILMES;Buenos Aires;Protocolo 21;2017;2;SEDAN;024;CHEVROLET;705;PRISMA JOY 4P 1.4 N LS MT;1;Privado;Física;SAN FRANCISCO SOLANO;BUENOS AIRES;Femenino;1996;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-5028;31/1/2024;26/4/2010;1252;QUILMES;Buenos Aires;Importado;2010;2;SEDAN;024;CHEVROLET;483;AVEO LT 1.6N MT;1;Privado;Física;EZPELETA /QUILMES;BUENOS AIRES;No identificado;1971;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-5523;18/1/2024;4/12/2008;13001;MENDOZA;Mendoza;Protocolo 21;2008;2;SEDAN;024;CHEVROLET;453;CORSA II 1.8L 4P GL AA+DIR GAS;1;Privado;Física;JOCOLI;MENDOZA;Masculino;1945;ARGENTINA;100;50;ARG
DENUNCIA DE ROBO O HURTO;DEN-3487;16/1/2024;30/6/2014;2011;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Importado;2014;2;SEDAN;044;FIAT;805;500L 1.4 16V;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Femenino;1971;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-2498;11/1/2024;10/3/2017;2079;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;2017;2;SEDAN;024;CHEVROLET;704;PRISMA JOY 4P 1.4 N LS MT +;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Femenino;1961;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-4072;29/1/2024;5/12/2012;2070;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Importado;2012;2;SEDAN;024;CHEVROLET;572;AVEO G3 LS 1.6N M/T;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;No identificado;1992;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-5074;30/1/2024;10/3/2010;2004;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;2010;2;SEDAN;024;CHEVROLET;453;CORSA II 1.8L 4P GL AA+DIR GAS;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1963;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-5414;29/1/2024;3/4/2009;13015;MENDOZA;Mendoza;Protocolo 21;2009;2;SEDAN;024;CHEVROLET;453;CORSA II 1.8L 4P GL AA+DIR GAS;1;Privado;Física;PANQUEHUA;MENDOZA;Femenino;1992;ARGENTINA;100;50;ARG
DENUNCIA DE ROBO O HURTO;DEN-2397;8/1/2024;16/6/2017;2005;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;2017;2;SEDAN;112;RENAULT;983;NUEVO LOGAN AUTHENTIQUE 1.6;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Femenino;1999;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-3892;31/1/2024;5/6/2013;1258;AVELLANEDA;Buenos Aires;Protocolo 21;2013;2;SEDAN;044;FIAT;782;GRAND SIENA ATTRACTIVE 1.4 8V;1;Privado;Física;WILDE;BUENOS AIRES;Masculino;1968;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-5016;30/1/2024;7/5/2010;7006;PUERTO MADRYN Nº 1;Chubut;Importado;2010;2;SEDAN;018;BMW;058;530I;1;Privado;Física;PUERTO MADRYN;CHUBUT;Femenino;2002;ARGENTINA;100;26;ARG
DENUNCIA DE ROBO O HURTO;DEN-10925;3/1/2024;4/2/1994;2030;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;1994;2;SEDAN;055;HONDA;001;CIVIC EX;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Femenino;1948;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-2531;22/1/2024;16/2/2017;2006;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;2017;2;SEDAN;055;HONDA;F77;CIVIC EX-T;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1969;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-5620;23/1/2024;3/9/2008;2006;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;2008;2;SEDAN;044;FIAT;659;SIENA 1.4 FIRE;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1951;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-7009;12/1/2024;3/11/2004;13011;MENDOZA;Mendoza;Protocolo 21;2004;2;SEDAN;044;FIAT;605;SIENA HLX 1.8MPI 8V;1;Privado;Física;PTE. SARMIENTO;MENDOZA;Masculino;1959;ARGENTINA;100;50;ARG
DENUNCIA DE ROBO O HURTO;DEN-2206;26/1/2024;11/1/2018;7011;COMODORO RIVADAVIA;Chubut;Protocolo 21;2018;2;SEDAN;130;TOYOTA;871;COROLLA XEI PACK 1.8 CVT;1;Privado;Física;COMODORO RIVADAVIA;CHUBUT;Masculino;1980;ARGENTINA;100;26;ARG
DENUNCIA DE ROBO O HURTO;DEN-6230;25/1/2024;4/1/2007;2030;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Importado;2007;2;SEDAN;136;VOLKSWAGEN;369;VOLKSWAGEN VENTO 2.0TDI;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1977;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-3697;31/1/2024;17/12/2013;2052;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;2013;2;SEDAN;024;CHEVROLET;614;PRISMA 1.4 N LT;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Femenino;1963;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-3539;12/1/2024;5/5/2014;7012;COMODORO RIVADAVIA;Chubut;Protocolo 21;2014;2;SEDAN;024;CHEVROLET;615;PRISMA 1.4 N LTZ;1;Privado;Física;COMODORO RIVADAVIA;CHUBUT;Masculino;1978;ARGENTINA;100;26;ARG
DENUNCIA DE ROBO O HURTO;DEN-2440;22/1/2024;18/5/2017;16001;CIPOLLETTI;Río Negro;Protocolo 21;2017;2;SEDAN;130;TOYOTA;915;ETIOS PLATINUM 1.5 4A/T;1;Privado;Física;CIPOLLETTI;RIO NEGRO;Femenino;1942;ARGENTINA;100;62;ARG
DENUNCIA DE ROBO O HURTO;DEN-75;8/1/2024;25/10/2023;2084;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;2023;2;SEDAN;130;TOYOTA;908;ETIOS X 1.5 6M/T;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1957;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-4936;16/1/2024;12/7/2010;2033;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Importado;2010;2;SEDAN;136;VOLKSWAGEN;285;BORA 2.0;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1985;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-3908;10/1/2024;29/4/2013;2071;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;2013;2;SEDAN;136;VOLKSWAGEN;496;VOYAGE 1.6 GP;2;Público;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Femenino;1963;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-2144;3/1/2024;19/2/2018;14006;PUERTO RICO;Misiones;Importado;2018;2;SEDAN;104;PEUGEOT;795;301 ALLURE 1.6 HDI;1;Privado;Física;PUERTO RICO;MISIONES;Femenino;1994;ARGENTINA;100;54;ARG
DENUNCIA DE ROBO O HURTO;DEN-7032;29/1/2024;28/10/2004;1259;SAN MIGUEL;Buenos Aires;Importado;2004;2;SEDAN;136;VOLKSWAGEN;335;BORA 1.8 T;1;Privado;Física;VILLA BALLESTER;BUENOS AIRES;Masculino;1997;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-4624;12/1/2024;16/5/2011;1247;GENERAL RODRIGUEZ;Buenos Aires;Importado;2011;2;SEDAN;136;VOLKSWAGEN;369;VOLKSWAGEN VENTO 2.0TDI;1;Privado;Física;GENERAL RODRIGUEZ;BUENOS AIRES;No identificado;1996;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-5641;16/1/2024;6/8/2008;4046;VILLA ALLENDE;Córdoba;Protocolo 21;2008;2;SEDAN;047;FORD;774;FIESTA MAX 1.4L EDGE PLUS TDCI;1;Privado;Física;VILLA ALLENDE;CORDOBA;No identificado;1963;ARGENTINA;100;14;ARG
DENUNCIA DE ROBO O HURTO;DEN-4545;11/1/2024;2/8/2011;2038;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;2011;2;SEDAN;104;PEUGEOT;586;207 COMPACT XS 1.4;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1952;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-5309;8/1/2024;26/6/2009;1284;LINCOLN Nº 2;Buenos Aires;Protocolo 21;2009;2;SEDAN;112;RENAULT;722;MEGANE II 2.0 16V SL SPORT;1;Privado;Física;EL TRIUNFO;BUENOS AIRES;Femenino;1983;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-3746;2/1/2024;30/9/2013;2063;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Importado;2013;2;SEDAN;136;VOLKSWAGEN;438;PASSAT CC 2.0 TSI;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Femenino;1964;ARGENTINA;50;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-7664;4/1/2024;10/1/2003;4060;CORDOBA;Córdoba;Protocolo 21;2003;2;SEDAN;024;CHEVROLET;288;ASTRA GLS /2003;1;Privado;Física;CORDOBA;CORDOBA;Masculino;1989;ARGENTINA;100;14;ARG
DENUNCIA DE ROBO O HURTO;DEN-4824;16/1/2024;1/11/2010;1285;ESTEBAN ECHEVERRIA;Buenos Aires;Importado;2010;2;SEDAN;136;VOLKSWAGEN;282;BORA TDI;1;Privado;Física;EL JAGÜEL;BUENOS AIRES;No identificado;1990;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-1534;23/1/2024;11/11/2019;1302;NECOCHEA;Buenos Aires;Protocolo 21;2019;2;SEDAN;130;TOYOTA;873;COROLLA XEI 1.8 CVT;1;Privado;Física;NECOCHEA;BUENOS AIRES;Femenino;1994;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-5260;18/1/2024;24/8/2009;2038;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;2009;2;SEDAN;044;FIAT;688;LINEA DUALOGIC 1.9 16V;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Femenino;1981;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-5115;31/1/2024;29/1/2010;13028;MENDOZA;Mendoza;Protocolo 21;2010;2;SEDAN;112;RENAULT;652;LOGAN 1.6 8V BASE;1;Privado;Física;LUJÁN DE CUYO;MENDOZA;Femenino;1994;ARGENTINA;100;50;ARG
DENUNCIA DE ROBO O HURTO;DEN-231;9/1/2024;23/5/2023;2029;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;2023;2;SEDAN;130;TOYOTA;908;ETIOS X 1.5 6M/T;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1966;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-10968;15/1/2024;4/1/1994;4029;SAN FERNANDO;Córdoba;Importado;1994;2;SEDAN;018;BMW;025;325I;1;Privado;Física;SAN FRANCISCO;CORDOBA;Femenino;1994;ARGENTINA;50;14;ARG
DENUNCIA DE ROBO O HURTO;DEN-2478;10/1/2024;29/3/2017;2043;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;2017;2;SEDAN;024;CHEVROLET;614;PRISMA 1.4 N LT;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Femenino;1988;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-4945;12/1/2024;29/6/2010;1287;ITUZAINGO;Buenos Aires;Importado;2010;2;SEDAN;024;CHEVROLET;482;AVEO LS 1.6N MT;1;Privado;Física;VILLA UDAONDO;BUENOS AIRES;No identificado;1980;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-6331;15/1/2024;15/9/2006;1287;ITUZAINGO;Buenos Aires;Importado;2006;2;SEDAN;136;VOLKSWAGEN;282;BORA TDI;1;Privado;Física;VILLA UDAONDO;BUENOS AIRES;Femenino;1990;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8433;8/1/2024;6/12/2000;1305;HURLINGHAM;Buenos Aires;Protocolo 21;2000;2;SEDAN;112;RENAULT;471;CLIO RN 1.6 16V;1;Privado;Física;VILLA TESEI;BUENOS AIRES;Masculino;1952;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-3745;24/1/2024;23/10/2013;1273;MORENO;Buenos Aires;Importado;2013;2;SEDAN;024;CHEVROLET;572;AVEO G3 LS 1.6N M/T;1;Privado;Física;MORENO;BUENOS AIRES;No identificado;1984;PARAGUAY;100;6;PRY
DENUNCIA DE ROBO O HURTO;DEN-3634;3/1/2024;21/1/2014;2060;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Importado;2014;2;SEDAN;024;CHEVROLET;533;CRUZE 1.8 LT;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Femenino;1973;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-10147;5/1/2024;25/3/1996;1278;ZARATE;Buenos Aires;Importado;1996;2;SEDAN;104;PEUGEOT;072;306 ST;1;Privado;Física;ZARATE;BUENOS AIRES;Masculino;1984;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-5284;24/1/2024;6/8/2009;1273;MORENO;Buenos Aires;Protocolo 21;2009;2;SEDAN;024;CHEVROLET;357;ASTRA GL 2.0;1;Privado;Física;MORENO;BUENOS AIRES;No identificado;1968;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-4816;10/1/2024;3/11/2010;4007;CORDOBA;Córdoba;Importado;2010;2;SEDAN;136;VOLKSWAGEN;365;VOLKSWAGEN VENTO 2.5;1;Privado;Física;CÓRDOBA;CORDOBA;No identificado;1983;ARGENTINA;100;14;ARG
DENUNCIA DE ROBO O HURTO;DEN-2781;10/1/2024;30/5/2016;1264;ADROGUE;Buenos Aires;Protocolo 21;2016;2;SEDAN;044;FIAT;841;SIENA EL 1.4;1;Privado;Física;LONGCHAMPS;BUENOS AIRES;Masculino;1962;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-6590;19/1/2024;3/1/2006;4007;CORDOBA;Córdoba;Importado;2006;2;SEDAN;136;VOLKSWAGEN;282;BORA TDI;1;Privado;Física;B. MIRADOR DE LAS SIERR.-CORDOBA;CORDOBA;Femenino;1992;ARGENTINA;100;14;ARG
DENUNCIA DE ROBO O HURTO;DEN-5566;23/1/2024;27/10/2008;1266;MALVINAS ARGENTINAS;Buenos Aires;Importado;2008;2;SEDAN;136;VOLKSWAGEN;282;BORA TDI;1;Privado;Física;INGENIERO PABLO NOGUÉS;BUENOS AIRES;No identificado;1995;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-6916;8/1/2024;31/1/2005;1274;SAN CLEMENTE DEL TUYU;Buenos Aires;Importado;2005;2;SEDAN;018;BMW;058;530I;1;Privado;Física;LAS TONINAS;BUENOS AIRES;Masculino;1988;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9923;23/1/2024;22/11/1996;4064;JESUS MARIA;Córdoba;Protocolo 21;1996;2;SEDAN;024;CHEVROLET;007;VECTRA GLS 2.0 M.P.F.I.;1;Privado;Física;MALVINAS ARGENTINA;CORDOBA;Femenino;1980;ARGENTINA;100;14;ARG
DENUNCIA DE ROBO O HURTO;DEN-4763;19/1/2024;4/1/2011;13029;MENDOZA;Mendoza;Importado;2011;2;SEDAN;024;CHEVROLET;533;CRUZE 1.8 LT;1;Privado;Física;SAN JOSE GLLEN;MENDOZA;Masculino;1980;ARGENTINA;100;50;ARG
DENUNCIA DE ROBO O HURTO;DEN-4743;19/1/2024;24/1/2011;15007;NEUQUEN;Neuquén;Protocolo 21;2011;2;SEDAN;112;RENAULT;772;LOGAN PH2 PACK 1.6 8V;1;Privado;Física;NEUQUEN;NEUQUEN;Masculino;1993;ARGENTINA;100;58;ARG
DENUNCIA DE ROBO O HURTO;DEN-4419;24/1/2024;19/12/2011;1308;MERLO;Buenos Aires;Protocolo 21;2011;2;SEDAN;024;CHEVROLET;536;CLASSIC AA+DIR 1.4 N LS;1;Privado;Física;PONTEVEDRA;BUENOS AIRES;Masculino;1977;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-4998;17/1/2024;12/5/2010;1278;ZARATE;Buenos Aires;Importado;2010;2;SEDAN;136;VOLKSWAGEN;285;BORA 2.0;1;Privado;Física;ZARATE;BUENOS AIRES;Masculino;1974;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-4146;18/1/2024;11/9/2012;1278;ZARATE;Buenos Aires;Importado;2012;2;SEDAN;024;CHEVROLET;532;CRUZE 1.8 LTZ;1;Privado;Física;ZARATE;BUENOS AIRES;Masculino;2002;ARGENTINA;100;6;ARG
